tree_id	branch_id	run_id	raw_data_file	year_sampled	year_sequenced
RB7	A	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL41_S1_R1_001.fastq.gz	2016	2016
RB7	A	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL41_S1_R2_001.fastq.gz	2016	2016
RB7	B	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL42_S2_R1_001.fastq.gz	2016	2016
RB7	B	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL42_S2_R2_001.fastq.gz	2016	2016
RB7	C	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL43_S3_R1_001.fastq.gz	2016	2016
RB7	C	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL43_S3_R2_001.fastq.gz	2016	2016
RB7	D	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL44_S4_R1_001.fastq.gz	2016	2016
RB7	D	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL44_S4_R2_001.fastq.gz	2016	2016
RB7	E	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL45_S5_R1_001.fastq.gz	2016	2016
RB7	E	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL45_S5_R2_001.fastq.gz	2016	2016
RB7	F	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL46_S6_R1_001.fastq.gz	2016	2016
RB7	F	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL46_S6_R2_001.fastq.gz	2016	2016
RB7	G	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL47_S7_R1_001.fastq.gz	2016	2016
RB7	G	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL47_S7_R2_001.fastq.gz	2016	2016
RB7	H	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL48_S8_R1_001.fastq.gz	2016	2016
RB7	H	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL48_S8_R2_001.fastq.gz	2016	2016
RB7	A	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL49_S9_R1_001.fastq.gz	2016	2016
RB7	A	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL49_S9_R2_001.fastq.gz	2016	2016
RB7	B	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL50_S10_R1_001.fastq.gz	2016	2016
RB7	B	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL50_S10_R2_001.fastq.gz	2016	2016
RB7	C	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL51_S11_R1_001.fastq.gz	2016	2016
RB7	C	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL51_S11_R2_001.fastq.gz	2016	2016
RB7	D	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL52_S12_R1_001.fastq.gz	2016	2016
RB7	D	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL52_S12_R2_001.fastq.gz	2016	2016
RB7	E	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL53_S13_R1_001.fastq.gz	2016	2016
RB7	E	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL53_S13_R2_001.fastq.gz	2016	2016
RB7	F	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL54_S14_R1_001.fastq.gz	2016	2016
RB7	F	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL54_S14_R2_001.fastq.gz	2016	2016
RB7	G	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL55_S15_R1_001.fastq.gz	2016	2016
RB7	G	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL55_S15_R2_001.fastq.gz	2016	2016
RB7	H	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL56_S16_R1_001.fastq.gz	2016	2016
RB7	H	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL56_S16_R2_001.fastq.gz	2016	2016
RB7	A	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL57_S17_R1_001.fastq.gz	2016	2016
RB7	A	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL57_S17_R2_001.fastq.gz	2016	2016
RB7	B	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL58_S18_R1_001.fastq.gz	2016	2016
RB7	B	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL58_S18_R2_001.fastq.gz	2016	2016
RB7	C	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL59_S19_R1_001.fastq.gz	2016	2016
RB7	C	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL59_S19_R2_001.fastq.gz	2016	2016
RB7	D	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL60_S20_R1_001.fastq.gz	2016	2016
RB7	D	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL60_S20_R2_001.fastq.gz	2016	2016
RB7	E	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL61_S21_R1_001.fastq.gz	2016	2016
RB7	E	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL61_S21_R2_001.fastq.gz	2016	2016
RB7	F	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL62_S22_R1_001.fastq.gz	2016	2016
RB7	F	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL62_S22_R2_001.fastq.gz	2016	2016
RB7	G	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL63_S23_R1_001.fastq.gz	2016	2016
RB7	G	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL63_S23_R2_001.fastq.gz	2016	2016
RB7	H	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL64_S24_R1_001.fastq.gz	2016	2016
RB7	H	SN877_0428_RLanfear_RSB_Eucalyptus_gDNA	RL64_S24_R2_001.fastq.gz	2016	2016
RB7	A	SN877_0431_RLanfear_RSB_Eucalyptus_gDNA	RL41_S1_R1_001.fastq.gz	2016	2016
RB7	A	SN877_0431_RLanfear_RSB_Eucalyptus_gDNA	RL41_S1_R2_001.fastq.gz	2016	2016
RB7	B	SN877_0431_RLanfear_RSB_Eucalyptus_gDNA	RL42_S2_R1_001.fastq.gz	2016	2016
RB7	B	SN877_0431_RLanfear_RSB_Eucalyptus_gDNA	RL42_S2_R2_001.fastq.gz	2016	2016
